주문_ID,고객_ID_주문,주문일자,약속_배송시간,실제_배송시간,배송상태_주문,주문_총액,결제수단,배송기사_ID_주문,매장_ID,상품_ID,수량,단가,상품명,카테고리,브랜드,가격,정가_MRP,마진율_퍼센트,유통기한_일수,최소_재고수준,최대_재고수준,배송기사_ID_배송,약속_시간,실제_시간,배송_소요시간_분,거리_km,배송상태_배송,지연_사유,피드백_ID,고객_ID_피드백,평점,피드백_내용,피드백_카테고리,감성,피드백_일자,고객명,이메일,전화번호,주소,지역,우편번호,가입일자,고객_세그먼트,총_주문수,평균_주문금액
5536024334,15661674,2023-04-30,2023-04-30 16:44:38,2023-04-30 16:40:38,On Time,1149.2,Card,20631,9073,600767,3,722.42,Toothpaste,Personal Care,Balan Group,722.42,1111.42,35.0,365,22,68,20631,2023-04-30 16:44:38,2023-04-30 16:40:38,-4.0,0.83,On Time,,3834361,15661674,3,The product met my expectations.,Customer Service,Neutral,2023-04-30,Jyoti Ray,dugalchandresh@example.org,910329379624,"47/13
Mander Ganj, Farrukhabad 654671",Vadodara,300794,2023-11-10,Regular,12,453.24
2013140214,39674723,2024-05-14,2024-05-14 16:30:19,2024-05-14 16:35:19,On Time,2400.93,Card,10693,1539,962054,3,16.86,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180,11,74,10693,2024-05-14 16:30:19,2024-05-14 16:35:19,5.0,0.51,On Time,Traffic,8246307,39674723,3,The order was incorrect.,Customer Service,Negative,2024-05-14,Advika Keer,khatriayushman@example.net,919786599046,"H.No. 211, Mitra Chowk
Solapur 253328",Bettiah,813010,2024-08-05,New,3,765.19
1113582397,53292177,2023-12-17,2023-12-17 14:40:17,2023-12-17 14:42:17,On Time,3248.52,Card,38869,7163,757274,2,98.32,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35.0,365,27,95,38869,2023-12-17 14:40:17,2023-12-17 14:42:17,2.0,3.55,On Time,Traffic,368868,53292177,5,Good selection of products.,Delivery,Positive,2023-12-17,Tanmayi Vyas,eesha65@example.com,918129263598,"14/54
Banik
Kirari Suleman Nagar-412785",Panihati,635480,2024-10-27,Inactive,3,1449.4
1083928258,14705462,2023-12-21,2023-12-21 19:54:22,2023-12-21 19:58:22,On Time,2833.25,Card,78940,768,264803,1,995.98,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365,17,69,78940,2023-12-21 19:54:22,2023-12-21 19:58:22,4.0,0.64,On Time,Traffic,8644322,14705462,4,"It was okay, nothing special.",Product Quality,Neutral,2023-12-21,Nakul Pal,ydevan@example.net,919025613803,"64
Goyal Nagar
Sonipat-553665",Bahraich,575946,2023-09-24,Premium,2,765.18
4906957374,30029998,2023-09-16,2023-09-16 20:06:47,2023-09-16 20:03:47,On Time,3973.9,Card,2235,6872,818990,3,163.55,Tomatoes,Fruits & Vegetables,Dugar Group,163.55,218.07,25.0,3,22,92,2235,2023-09-16 20:06:47,2023-09-16 20:03:47,-3.0,0.79,On Time,,431770,30029998,4,"Excellent quality, will buy again!",App Experience,Positive,2023-09-16,Ishwar Edwin,khuranaanusha@example.net,915414846542,"95/10, Chada, Pimpri-Chinchwad-575371",Hazaribagh,654240,2024-09-01,New,9,863.3
1876614122,97678578,2023-08-23,2023-08-23 23:38:54,2023-08-23 23:35:54,On Time,4304.71,Cash,4985,595,366066,2,918.58,Soap,Personal Care,Mandal LLC,918.58,1413.2,35.0,365,16,52,4985,2023-08-23 23:38:54,2023-08-23 23:35:54,-3.0,4.12,On Time,,4301590,97678578,3,The product met my expectations.,Delivery,Neutral,2023-08-23,Jagat Hayre,ymalhotra@example.net,917081667351,"95/43, Chahal Path
Mathura 774115",Loni,214414,2024-06-15,Regular,7,1531.63
6556180328,10562528,2024-06-03,2024-06-03 20:57:59,2024-06-03 20:56:59,On Time,712.12,UPI,83805,5137,839170,1,481.63,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20.0,7,11,59,83805,2024-06-03 20:57:59,2024-06-03 20:56:59,-1.0,4.26,On Time,,4858394,10562528,2,Product was damaged during delivery.,Delivery,Negative,2024-06-03,Udant Dada,odika72@example.com,916268234175,"H.No. 19, Taneja Ganj, Malda-646819",Udaipur,579690,2024-07-11,Premium,12,887.02
7960553477,4356173,2024-02-24,2024-02-24 05:40:38,2024-02-24 05:35:38,On Time,169.88,UPI,75158,7328,585299,3,799.46,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",799.46,1229.94,35.0,365,13,50,75158,2024-02-24 05:40:38,2024-02-24 05:35:38,-5.0,4.56,On Time,,664713,4356173,4,"It was okay, nothing special.",Customer Service,Neutral,2024-02-24,Jalsa Khatri,mahajanbakhshi@example.org,911963988928,"48, Patla Ganj, Avadi 838391",Rajkot,763603,2024-09-10,New,9,1838.56
6335972517,18256339,2023-07-08,2023-07-08 20:14:51,2023-07-08 20:26:51,Slightly Delayed,1968.49,UPI,51928,7147,949818,2,483.05,Biscuits,Snacks & Munchies,Yohannan Inc,483.05,743.15,35.0,90,21,76,51928,2023-07-08 20:14:51,2023-07-08 20:26:51,12.0,1.39,Slightly Delayed,Traffic,3359106,18256339,4,"Overall good experience, thank you!",App Experience,Positive,2023-07-08,Dalbir Dora,lsandal@example.net,915558640391,"90/329, Bhatt Circle, Thane 548250",Mumbai,963704,2023-11-04,New,5,1719.33
6254948159,42615134,2023-10-16,2023-10-16 07:34:34,2023-10-16 07:34:34,On Time,3371.28,Card,72597,6278,726958,3,887.48,Cat Food,Pet Care,Doctor-Patla,887.48,1365.35,35.0,365,18,79,72597,2023-10-16 07:34:34,2023-10-16 07:34:34,0.0,4.42,On Time,,9101724,42615134,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-10-16,Champak Patil,nmall@example.com,911526502275,"19, Sachdev, Bidar 765497",Muzaffarnagar,539257,2024-09-22,Inactive,15,1828.12
7527936057,63971358,2023-12-10,2023-12-10 14:18:53,2023-12-10 14:20:53,On Time,2750.94,Cash,67699,8096,107548,3,891.6,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",891.6,1273.71,30.0,180,27,53,67699,2023-12-10 14:18:53,2023-12-10 14:20:53,2.0,2.96,On Time,Traffic,1527070,63971358,2,I had a bad experience.,App Experience,Negative,2023-12-10,Leela Hayre,npalla@example.org,918511026912,"599
Sharaf Zila
Adoni 602296",Mau,621459,2023-06-24,Regular,2,1159.84
6257851675,65488134,2024-04-23,2024-04-23 22:26:04,2024-04-23 22:48:04,Significantly Delayed,1052.94,UPI,91732,9276,677169,2,261.03,Cough Syrup,Pharmacy,Char-Divan,261.03,326.29,20.0,365,12,77,91732,2024-04-23 22:26:04,2024-04-23 22:48:04,22.0,4.45,Significantly Delayed,Traffic,7488100,65488134,4,Very happy with the service!,Delivery,Positive,2024-04-23,Faqid Kar,naveen31@example.net,918977060954,"64, Dave Path, Dehri 202368",Agra,187467,2023-04-28,New,12,853.49
6832610950,77811864,2023-09-01,2023-09-01 09:33:43,2023-09-01 09:57:43,Significantly Delayed,1628.19,UPI,37323,7794,9436,3,88.43,Toothpaste,Personal Care,Naidu PLC,88.43,136.05,35.0,365,19,76,37323,2023-09-01 09:33:43,2023-09-01 09:57:43,24.0,1.51,Significantly Delayed,Traffic,9371226,77811864,1,Delivery was late and I was unhappy.,Customer Service,Negative,2023-09-01,Urvashi Iyengar,yadaviwali@example.com,910491682196,"59/018, Gara Ganj
Bhavnagar-018318",Miryalaguda,829480,2023-09-10,Premium,12,1712.29
5085005195,2684440,2024-03-05,2024-03-05 20:13:27,2024-03-05 20:17:27,On Time,4030.23,Cash,92179,9543,697683,3,123.74,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.74,164.99,25.0,365,14,82,92179,2024-03-05 20:13:27,2024-03-05 20:17:27,4.0,4.3,On Time,Traffic,5360361,2684440,4,Items were in perfect condition.,Delivery,Positive,2024-03-05,Hamsini De,yashodharaanne@example.org,910537727849,"28/37, Radhakrishnan
Kakinada 773718",Ranchi,574868,2023-09-05,Premium,5,650.6
2177207547,92245432,2024-02-09,2024-02-09 05:01:35,2024-02-09 04:59:35,On Time,3576.89,Wallet,63474,1529,448752,1,160.07,Toilet Cleaner,Household Care,Batta-Doctor,160.07,213.43,25.0,365,23,96,63474,2024-02-09 05:01:35,2024-02-09 04:59:35,-2.0,1.62,On Time,,3907325,92245432,4,Customer service was very helpful.,Product Quality,Positive,2024-02-09,Ayushman Goel,zagate@example.net,917707886127,"H.No. 556
Rege Zila
Davanagere 091304",Tadipatri,863697,2024-06-02,Premium,12,316.16
3043364543,21597477,2023-07-25,2023-07-25 10:58:58,2023-07-25 11:00:58,On Time,1136.9,UPI,64723,8672,186168,1,878.8,Dog Food,Pet Care,"Parekh, Lad and Kadakia",878.8,1352.0,35.0,365,13,75,64723,2023-07-25 10:58:58,2023-07-25 11:00:58,2.0,0.6,On Time,Traffic,3539036,21597477,4,"It was okay, nothing special.",Delivery,Neutral,2023-07-25,Mugdha Chaudhuri,varshadate@example.net,914449713252,"H.No. 85, Johal Path, Nadiad 338564",Bhopal,801132,2023-09-21,Inactive,18,246.42
2823404098,81377917,2024-03-03,2024-03-03 03:33:55,2024-03-03 03:31:55,On Time,2699.14,Wallet,52689,1184,891833,3,493.19,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,52689,2024-03-03 03:33:55,2024-03-03 03:31:55,-2.0,4.66,On Time,,4050948,81377917,3,"It was okay, nothing special.",Delivery,Neutral,2024-03-03,Nachiket Panchal,chaitaly28@example.org,910458847889,"25/190, Chawla Marg
Madurai-829332",Maheshtala,538657,2023-04-23,Inactive,16,739.14
646676955,93018527,2023-11-09,2023-11-09 00:55:42,2023-11-09 00:51:42,On Time,109.03,Cash,90187,5859,77308,2,223.27,Onions,Fruits & Vegetables,Ratta-Sagar,223.27,297.69,25.0,3,29,91,90187,2023-11-09 00:55:42,2023-11-09 00:51:42,-4.0,3.76,On Time,,1482144,93018527,4,Customer service was very helpful.,Customer Service,Positive,2023-11-09,Lekha Rout,ibhargava@example.net,917786364533,"48, Dugal Chowk, Varanasi-890255",Narasaraopet,722749,2024-05-16,New,1,913.11
5756607486,27709218,2023-10-22,2023-10-22 05:53:13,2023-10-22 05:51:13,On Time,1910.09,Card,19872,648,613942,3,545.0,Pet Treats,Pet Care,"Dyal, Saraf and Goel",545.0,838.46,35.0,365,28,72,19872,2023-10-22 05:53:13,2023-10-22 05:51:13,-2.0,0.99,On Time,,5410910,27709218,4,Items were in perfect condition.,Delivery,Positive,2023-10-22,Ryan Dhingra,rthaman@example.org,917199410362,"H.No. 69, Kadakia Chowk
Bilaspur-453013",Dindigul,36144,2024-04-26,Regular,18,1872.09
9373691795,87463923,2024-03-23,2024-03-23 21:31:54,2024-03-23 21:35:54,On Time,2386.93,Cash,89555,5199,880510,1,951.43,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,29,54,89555,2024-03-23 21:31:54,2024-03-23 21:35:54,4.0,1.26,On Time,Traffic,8712624,87463923,3,Taste was not as expected.,Customer Service,Negative,2024-03-23,Gagan Lal,pranit82@example.com,916850228529,"43, Sarna Street
Begusarai 207171",Katihar,276564,2024-03-21,Inactive,5,216.98
2611601543,61753272,2023-07-23,2023-07-23 00:49:11,2023-07-23 00:59:11,Slightly Delayed,1804.99,Wallet,21230,5439,661577,1,720.95,Cat Food,Pet Care,Majumdar PLC,720.95,1109.15,35.0,365,28,95,21230,2023-07-23 00:49:11,2023-07-23 00:59:11,10.0,3.19,Slightly Delayed,Traffic,152857,61753272,5,Will definitely order again.,Product Quality,Positive,2023-07-23,Ojasvi Dash,widisha91@example.net,915019403001,"H.No. 85
Thakur
Bhubaneswar 074120",Anantapur,81264,2024-08-20,New,3,832.17
1491360686,90649019,2023-03-21,2023-03-21 16:00:01,2023-03-21 16:11:01,Slightly Delayed,822.74,UPI,45751,7070,621677,2,317.8,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,317.8,529.67,40.0,180,15,71,45751,2023-03-21 16:00:01,2023-03-21 16:11:01,11.0,2.67,Slightly Delayed,Traffic,8810490,90649019,5,Will definitely order again.,App Experience,Positive,2023-03-21,Omaja Sahni,meera84@example.org,917564348738,"166
Choudhry Path, Kulti-308225",Fatehpur,578000,2023-04-07,New,18,1096.12
1824533423,2233446,2023-05-21,2023-05-21 13:13:19,2023-05-21 13:16:19,On Time,2890.53,Wallet,37442,7389,949818,2,483.05,Biscuits,Snacks & Munchies,Yohannan Inc,483.05,743.15,35.0,90,21,76,37442,2023-05-21 13:13:19,2023-05-21 13:16:19,3.0,2.97,On Time,Traffic,5996564,2233446,4,Very happy with the service!,Delivery,Positive,2023-05-21,Wakeeta Pillay,handayashvi@example.com,918165594840,"H.No. 67, Sahota Circle
Kolkata-000516",Panihati,125919,2023-12-27,New,6,1466.45
2913841018,46675763,2023-11-26,2023-11-26 04:08:27,2023-11-26 04:08:27,On Time,727.95,Card,45079,6719,799688,1,309.62,Lotion,Personal Care,Arora LLC,309.62,476.34,35.0,365,22,90,45079,2023-11-26 04:08:27,2023-11-26 04:08:27,0.0,4.32,On Time,,5200721,46675763,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-11-26,Tanmayi Ramaswamy,bakshigavin@example.net,917236463232,"929
Chaudhry
Ballia 919826",Katihar,745005,2023-08-15,New,19,737.08
3141803761,34787383,2023-10-09,2023-10-09 15:35:40,2023-10-09 15:54:40,Significantly Delayed,787.4,UPI,54528,2448,4452,3,169.88,Baby Wipes,Baby Care,Morar-Mistry,169.88,242.69,30.0,365,27,100,54528,2023-10-09 15:35:40,2023-10-09 15:54:40,19.0,0.73,Significantly Delayed,Traffic,6206688,34787383,1,Delivery was late and I was unhappy.,App Experience,Negative,2023-10-09,Ekbal Talwar,jyotisethi@example.com,914349309978,"07, Gopal Ganj
Bhimavaram 958877",Anantapur,29302,2024-10-12,Premium,17,292.41
6184484468,40275138,2024-10-14,2024-10-14 03:45:47,2024-10-14 03:46:47,On Time,211.22,Cash,97219,2662,240179,2,90.56,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,97219,2024-10-14 03:45:47,2024-10-14 03:46:47,1.0,4.75,On Time,Traffic,5893926,40275138,4,Very fresh and well-packaged.,Delivery,Positive,2024-10-14,Eiravati Thaker,umangbabu@example.net,913593061474,"14/926
Goswami Nagar
Bhiwani-379094",Bathinda,833704,2024-01-05,Inactive,18,1468.32
4599327740,77862447,2023-08-25,2023-08-25 15:52:17,2023-08-25 15:52:17,On Time,530.85,Cash,43635,6481,613942,3,545.0,Pet Treats,Pet Care,"Dyal, Saraf and Goel",545.0,838.46,35.0,365,28,72,43635,2023-08-25 15:52:17,2023-08-25 15:52:17,0.0,0.55,On Time,,1951970,77862447,2,The packaging was poor.,App Experience,Negative,2023-08-25,Tejas Doshi,yashawini78@example.org,915361300488,"H.No. 487
Bera Ganj
Coimbatore 258160",Bally,410832,2023-07-14,New,3,721.04
7479207574,64846124,2024-04-03,2024-04-03 02:03:33,2024-04-03 02:32:33,Significantly Delayed,918.45,Cash,23426,80,60619,3,726.41,Iced Tea,Cold Drinks & Juices,Bhasin LLC,726.41,1037.73,30.0,180,10,97,23426,2024-04-03 02:03:33,2024-04-03 02:32:33,29.0,3.74,Significantly Delayed,Traffic,6417467,64846124,5,Items were in perfect condition.,Customer Service,Positive,2024-04-03,Anusha Sagar,jeremiah29@example.com,913882260223,"60/157
Modi Chowk
Lucknow 233763",Bidar,46181,2024-06-19,Inactive,1,997.65
2996133401,83964902,2024-04-14,2024-04-14 22:16:03,2024-04-14 22:14:03,On Time,2010.29,UPI,8541,4244,903336,2,551.88,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",551.88,649.27,15.0,365,14,60,8541,2024-04-14 22:16:03,2024-04-14 22:14:03,-2.0,1.35,On Time,,6344921,83964902,4,"It was okay, nothing special.",Customer Service,Neutral,2024-04-14,Jeremiah Keer,mohini14@example.org,912244661727,"64/07
Padmanabhan Road
Latur 717782",Bhimavaram,569130,2023-11-10,Regular,2,536.01
5972410040,19179897,2024-08-11,2024-08-11 07:38:14,2024-08-11 07:41:14,On Time,1721.08,Wallet,62822,4388,968887,3,40.7,Dish Soap,Household Care,Keer-Gill,40.7,54.27,25.0,365,18,92,62822,2024-08-11 07:38:14,2024-08-11 07:41:14,3.0,2.11,On Time,Traffic,9105016,19179897,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-08-11,Tarak Nagi,dasoliver@example.net,917958910560,"H.No. 031
Subramaniam Street
Tezpur 787717",Orai,757209,2023-08-14,Premium,18,1491.58
4007593324,68703613,2024-06-21,2024-06-21 10:23:44,2024-06-21 10:27:44,On Time,3453.62,Wallet,36657,7513,305754,3,979.99,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,979.99,1633.32,40.0,180,22,81,36657,2024-06-21 10:23:44,2024-06-21 10:27:44,4.0,3.37,On Time,Traffic,8394978,68703613,2,I had a bad experience.,Customer Service,Negative,2024-06-21,Praneel Bir,hanskashish@example.com,917584484956,"08/613
Grewal
Phagwara-118939",Imphal,939188,2023-11-26,Inactive,6,919.34
3428454405,93018527,2023-08-13,2023-08-13 22:57:01,2023-08-13 22:56:01,On Time,3030.47,Cash,81368,3714,432617,2,863.18,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,81368,2023-08-13 22:57:01,2023-08-13 22:56:01,-1.0,1.63,On Time,,7503786,93018527,2,The packaging was poor.,Customer Service,Negative,2023-08-13,Lekha Rout,ibhargava@example.net,917786364533,"48, Dugal Chowk, Varanasi-890255",Narasaraopet,722749,2024-05-16,New,1,913.11
1160646195,5700842,2023-04-24,2023-04-24 17:17:19,2023-04-24 17:38:19,Significantly Delayed,419.13,Card,53869,2464,876139,1,415.75,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,53869,2023-04-24 17:17:19,2023-04-24 17:38:19,21.0,1.48,Significantly Delayed,Traffic,5294166,5700842,2,Customer service was not helpful.,Customer Service,Negative,2023-04-24,Waida Trivedi,garimashere@example.net,918580013945,"H.No. 68, Tara Road, Surendranagar Dudhrej 454893",Amravati,864006,2024-09-11,Regular,3,514.06
4376524554,72576730,2023-03-16,2023-03-16 09:25:00,2023-03-16 09:30:00,On Time,2512.22,Card,75544,7687,812607,2,416.65,Potatoes,Fruits & Vegetables,Rege Group,416.65,555.53,25.0,3,11,63,75544,2023-03-16 09:25:00,2023-03-16 09:30:00,5.0,1.55,On Time,Traffic,4933025,72576730,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-03-16,Girik Kala,sarthak86@example.net,914602788316,"61/029, Dara Street
Jaunpur-721683",Chennai,734650,2024-02-17,Regular,5,1971.67
1519072771,70615775,2024-08-01,2024-08-01 04:22:15,2024-08-01 04:24:15,On Time,98.32,UPI,40607,5275,925482,2,475.04,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,475.04,791.73,40.0,180,23,66,40607,2024-08-01 04:22:15,2024-08-01 04:24:15,2.0,1.52,On Time,Traffic,8666461,70615775,4,"It was okay, nothing special.",Delivery,Neutral,2024-08-01,Abdul Narang,tmannan@example.org,911142878185,"H.No. 590
Sidhu Ganj
Vijayawada-873377",Ludhiana,912652,2024-01-07,Inactive,15,233.12
8203685394,40192266,2024-02-23,2024-02-23 07:17:38,2024-02-23 07:18:38,On Time,1013.58,Card,92523,6784,615545,3,448.16,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,92523,2024-02-23 07:17:38,2024-02-23 07:18:38,1.0,4.11,On Time,Traffic,4411189,40192266,5,Great prices and fast delivery!,Customer Service,Positive,2024-02-23,Vasana Dhar,janimanbir@example.org,917379568602,"56/554
Kashyap, Shivpuri 193283",Bhopal,305319,2024-03-04,New,19,1893.6
7906789850,32006907,2024-10-08,2024-10-08 20:35:00,2024-10-08 20:41:00,Slightly Delayed,2494.47,UPI,16598,1123,491521,2,556.35,Nuts,Snacks & Munchies,Karpe Inc,556.35,855.92,35.0,90,28,98,16598,2024-10-08 20:35:00,2024-10-08 20:41:00,6.0,1.17,Slightly Delayed,Traffic,8338096,32006907,1,Product was damaged during delivery.,Customer Service,Negative,2024-10-08,Mohammed Din,egandhi@example.com,914064496995,"H.No. 00
Contractor Street, Hindupur-954443",Guwahati,192156,2023-09-28,Regular,13,879.66
8073770046,87943214,2024-05-14,2024-05-14 03:12:34,2024-05-14 03:25:34,Slightly Delayed,3056.86,UPI,37431,6209,661577,1,720.95,Cat Food,Pet Care,Majumdar PLC,720.95,1109.15,35.0,365,28,95,37431,2024-05-14 03:12:34,2024-05-14 03:25:34,13.0,3.42,Slightly Delayed,Traffic,2576772,87943214,5,Very fresh and well-packaged.,App Experience,Positive,2024-05-14,Samar Basak,kalabaljiwan@example.net,918193358234,"969, Ratta Street
Gandhinagar 706186",Tiruvottiyur,167479,2024-09-02,Inactive,10,476.03
5190202949,40727086,2023-09-09,2023-09-09 12:49:28,2023-09-09 13:01:28,Slightly Delayed,3924.07,Wallet,98623,3906,992178,1,632.43,Pain Reliever,Pharmacy,Basu and Sons,632.43,790.54,20.0,365,16,89,98623,2023-09-09 12:49:28,2023-09-09 13:01:28,12.0,1.62,Slightly Delayed,Traffic,9783357,40727086,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-09-09,Osha Brahmbhatt,harishnayak@example.org,916461216182,"H.No. 45
Pradhan Chowk, Akola 580457",Bijapur,113784,2024-01-05,New,11,1573.7
8542325207,9573071,2024-07-17,2024-07-17 17:47:24,2024-07-17 17:50:24,On Time,4399.94,Wallet,38846,5625,373536,2,494.17,Dog Food,Pet Care,Chauhan-Sabharwal,494.17,760.26,35.0,365,14,64,38846,2024-07-17 17:47:24,2024-07-17 17:50:24,3.0,4.04,On Time,Traffic,3189037,9573071,1,I had a bad experience.,Product Quality,Negative,2024-07-17,Ranveer Mahal,phegde@example.org,912292591574,"49, Sarkar Zila, Navi Mumbai-077374",Thrissur,856100,2023-11-07,New,5,958.06
7566730050,39153585,2023-05-14,2023-05-14 13:12:57,2023-05-14 13:13:57,On Time,1443.71,Card,47294,6181,552496,3,508.0,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365,17,59,47294,2023-05-14 13:12:57,2023-05-14 13:13:57,1.0,2.52,On Time,Traffic,1014933,39153585,4,Will definitely order again.,Delivery,Positive,2023-05-14,Rishi Sur,modykaran@example.org,919970204248,"27/13, Prabhakar Ganj, Kishanganj 123587",Tirunelveli,325976,2024-03-03,Premium,9,1851.83
176509722,65221572,2023-10-16,2023-10-16 22:46:31,2023-10-16 22:44:31,On Time,2319.65,UPI,60612,6275,883013,1,989.88,Eggs,Dairy & Breakfast,Chahal Group,989.88,1237.35,20.0,7,13,98,60612,2023-10-16 22:46:31,2023-10-16 22:44:31,-2.0,1.92,On Time,,7831309,65221572,3,"Average experience, could improve.",App Experience,Neutral,2023-10-16,Leela Bumb,jkapoor@example.com,919228899916,"H.No. 30
Mand Marg, Ramgarh 691868",Delhi,305120,2024-03-04,New,17,1100.53
1894603222,21697638,2023-10-16,2023-10-16 07:27:33,2023-10-16 07:30:33,On Time,356.33,Wallet,90546,1130,839170,1,481.63,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20.0,7,11,59,90546,2023-10-16 07:27:33,2023-10-16 07:30:33,3.0,3.9,On Time,Traffic,2930645,21697638,3,"It was okay, nothing special.",Customer Service,Neutral,2023-10-16,Hredhaan Bhagat,taraksrinivas@example.net,913740109384,"H.No. 774
Rastogi Road, Bhusawal 085217",Sirsa,422943,2024-06-13,New,1,381.19
2694800415,36675827,2024-04-04,2024-04-04 07:44:06,2024-04-04 07:39:06,On Time,3621.69,Cash,70355,8403,891833,2,493.19,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,70355,2024-04-04 07:44:06,2024-04-04 07:39:06,-5.0,3.85,On Time,,3295542,36675827,1,Items were missing from my order.,Delivery,Negative,2024-04-04,Xiti Chowdhury,naksh47@example.com,919583780426,"47/62, Dhar, Jaipur-105116",Patiala,230470,2024-10-07,Inactive,15,1143.03
5879390688,77869660,2023-09-07,2023-09-07 19:48:09,2023-09-07 19:54:09,Slightly Delayed,96.09,Wallet,87608,8201,687218,1,317.82,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82,454.03,30.0,180,22,58,87608,2023-09-07 19:48:09,2023-09-07 19:54:09,6.0,2.02,Slightly Delayed,Traffic,3697985,77869660,4,"Excellent quality, will buy again!",Delivery,Positive,2023-09-07,Nidhi Sha,ewali@example.org,915624805014,"H.No. 174, Saraf Chowk, Deoghar-906819",Gandhinagar,843445,2023-11-20,Premium,8,439.41
1197715978,625395,2023-11-12,2023-11-12 07:40:23,2023-11-12 07:43:23,On Time,3388.47,Card,76039,4364,945635,3,778.9,Pulses,Grocery & Staples,Balasubramanian PLC,778.9,916.35,15.0,365,16,59,76039,2023-11-12 07:40:23,2023-11-12 07:43:23,3.0,3.68,On Time,Traffic,5094022,625395,4,Great prices and fast delivery!,App Experience,Positive,2023-11-12,Leena Loyal,devanshwalia@example.org,910364415832,"H.No. 758
Bhardwaj Street, Jamalpur-645017",Siliguri,645207,2024-03-27,Premium,4,1794.26
7790696031,34580200,2023-05-12,2023-05-12 17:13:08,2023-05-12 17:08:08,On Time,2174.92,Wallet,60613,1700,602241,1,976.55,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75,60613,2023-05-12 17:13:08,2023-05-12 17:08:08,-5.0,4.31,On Time,,2244526,34580200,4,Customer service was very helpful.,Delivery,Positive,2023-05-12,Unni Dara,janyamisra@example.org,916863976622,"26/93
Hans Ganj
Madurai-579587",Bally,46262,2024-06-04,Premium,2,1418.51
2189360099,68714053,2023-08-19,2023-08-19 06:16:43,2023-08-19 06:13:43,On Time,2231.91,Wallet,48011,3685,6405,1,236.51,Baby Food,Baby Care,Kashyap-Reddy,236.51,337.87,30.0,365,11,81,48011,2023-08-19 06:16:43,2023-08-19 06:13:43,-3.0,4.48,On Time,,2554640,68714053,3,The order was incorrect.,App Experience,Negative,2023-08-19,Max Boase,tbutala@example.net,918713599689,"73/037
Babu Nagar
Kolkata 428987",Nanded,861394,2024-07-19,New,18,1474.77
3542041943,55007963,2024-09-06,2024-09-06 01:23:42,2024-09-06 01:25:42,On Time,209.59,Wallet,91300,3295,313754,1,136.6,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35.0,90,25,67,91300,2024-09-06 01:23:42,2024-09-06 01:25:42,2.0,3.35,On Time,Traffic,8388648,55007963,5,Items were in perfect condition.,App Experience,Positive,2024-09-06,Darika Borah,dominic54@example.com,915919980237,"87/449
Kothari, Haridwar 669084",Chennai,52382,2023-08-30,New,10,1809.98
9202469009,37362180,2023-11-13,2023-11-13 01:31:40,2023-11-13 01:28:40,On Time,1574.8,UPI,39748,6324,563740,1,96.33,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90,20,61,39748,2023-11-13 01:31:40,2023-11-13 01:28:40,-3.0,3.89,On Time,,4530836,37362180,5,Very fresh and well-packaged.,Delivery,Positive,2023-11-13,Praneel Mangat,pben@example.com,912893628900,"28/28, Sandal Marg, Purnia-889918",Visakhapatnam,826795,2023-08-17,Regular,11,1638.66
